InputFile,Vertices,Edges,Alpha,Greedy  Search Value,Average Random  Search Value,Average Semi_Greedy  Search Value,Average Local Iteration Count,Average Local  Search Value,Grasp Iteration Count,Best Grasp Value,Best Known Upper Bound
,,,,,4999,6373,,6426,100,6515,
,,,,,4994,6375,308,6428,500,6540,
,,,,,,6374,307,6427,1000,6535,
,,,0.9,,4999,6379,296,6423,20,6525,
,,,,,4992,6380,302,6427,50,,
,,,,,4990,6382,305,6429,100,6532,
,,,,,4991,6384,306,,500,6537,
,,,,,4995,6383,,,1000,6552,
,,,1,,4997,6385,299,6430,20,6503,
,,,,,4996,6383,300,6427,50,6515,
,,,,,4995,6385,302,6425,100,6523,
,,,,,4997,6384,305,6429,500,6535,
,,,,,4993,6385,,,1000,6559,
G46,,,0,6389,4988,6168,332,6391,20,6447,
,,,,,5010,6169,339,6398,50,6466,
,,,,,4989,6165,343,6395,100,6459,
,,,,,4995,6172,342,6397,500,6494,
,,,,,4996,6171,343,6398,1000,6509,
,,,0.1,,5005,6184,328,6400,20,6457,
,,,,,4991,6177,340,6398,50,6454,
,,,,,4998,6183,339,6401,100,6485,
,,,,,4995,6185,340,6400,500,6495,
,,,,,4992,,341,6399,1000,,
,,,0.2,,5011,,328,6393,20,6456,
,,,,,4994,6199,335,6404,50,6458,
,,,,,4984,6203,336,6402,100,6481,
,,,,,4993,6201,339,,500,6505,
,,,,,4994,,337,6400,1000,6494,
,,,0.3,,5002,6255,317,6408,20,6472,
,,,,,4989,6248,328,,50,6477,
,,,,,4992,6242,,6405,100,6485,
,,,,,4996,6244,330,6409,500,6517,
,,,,,4995,6245,329,6407,1000,6526,
,,,0.4,,4988,6296,308,6413,20,6471,
,,,,,4997,6285,314,6409,50,6479,
,,,,,4995,6282,320,6413,100,6483,
,,,,,4996,6284,322,6414,500,6505,
,,,,,4995,6286,321,6413,1000,6520,
,,,0.5,,4993,6313,304,6416,20,6471,
,,,,,5009,6320,307,,50,6476,
,,,,,4989,6318,313,,100,6525,
,,,,,4993,6314,316,6418,500,6513,
,,,,,4995,6318,,6419,1000,6512,
,,,0.6,,4964,6340,309,6425,20,6486,
,,,,,4990,6346,307,6422,50,6498,
,,,,,4993,6344,311,6424,100,6504,
,,,,,4994,6347,,6425,500,6516,
,,,,,,6344,312,6424,1000,6535,
,,,0.7,,5003,6363,297,6430,20,6501,
,,,,,4986,6367,301,6428,50,6505,
,,,,,4995,6364,308,6430,100,6527,
,,,,,,6363,,6426,500,6534,
,,,,,4994,6364,309,6428,1000,6529,
,,,0.8,,4988,6381,298,6434,20,6543,
,,,,,4994,6377,306,6429,50,6502,
,,,,,4992,,305,6433,100,6519,
,,,,,4998,,306,6430,500,6537,
,,,,,4992,6378,,6431,1000,,
,,,0.9,,4995,6388,298,6428,20,6517,
,,,,,4993,6389,302,6434,50,6519,
,,,,,4995,6388,305,6436,100,6510,
,,,,,4991,6387,304,6431,500,6543,
,,,,,4994,6386,,,1000,6539,
,,,1,,4987,6387,296,,20,6500,
,,,,,4993,6389,299,,50,6503,
,,,,,,,302,6432,100,6515,
,,,,,4995,6385,305,6431,500,6528,
,,,,,4996,6387,303,,1000,6543,
G47,,,0,6398,4984,6181,349,6416,20,6478,
,,,,,5012,6173,345,6405,50,6488,
,,,,,4991,6176,349,6403,100,6483,
,,,,,4994,6171,352,6404,500,6488,
,,,,,,6172,,,1000,6512,
,,,0.1,,4999,6194,338,6410,20,6508,
,,,,,4993,6184,347,6405,50,6491,
,,,,,4996,6191,346,6406,100,6483,
,,,,,4997,6188,349,,500,6493,
,,,,,,6186,350,6407,1000,6517,
,,,0.2,,5016,6196,336,6408,20,6476,
,,,,,4988,6207,345,,50,6468,
,,,,,4992,6196,343,6405,100,6499,
,,,,,4993,6206,347,6411,500,6492,
,,,,,4996,6203,346,6409,1000,6501,
,,,0.3,,5005,6233,328,6407,20,6474,
,,,,,4997,6251,333,6414,50,6500,
,,,,,,6249,336,6413,100,6508,
,,,,,4991,,337,6414,500,6507,
,,,,,4992,6248,338,6413,1000,6506,
,,,0.4,,4994,6282,321,,20,6473,
,,,,,4991,6299,326,6426,50,6498,
,,,,,4989,6286,330,6420,100,6503,
,,,,,4994,6290,328,6418,500,6513,
,,,,,4993,6289,330,6420,1000,6523,
,,,0.5,,4983,6332,314,6428,20,6490,
,,,,,4988,6318,324,6427,50,6518,
,,,,,4997,6316,321,6422,100,6495,
,,,,,4994,6320,324,6424,500,6528,
,,,,,,,,6425,1000,6526,
,,,0.6,,4988,6352,311,6433,20,6489,
,,,,,4993,6347,317,6434,50,6510,
,,,,,4989,6351,319,6431,100,6535,
,,,,,4994,6349,,6429,500,6529,
,,,,,4993,,320,6430,1000,6551,
,,,0.7,,5000,6366,310,6434,20,6520,
,,,,,5003,6367,316,,50,6511,
,,,,,4999,6368,312,6431,100,6527,
,,,,,4996,6369,315,6433,500,6530,
,,,,,4993,6367,317,,1000,6541,
,,,0.8,,4995,6380,306,6437,20,6505,
,,,,,,6376,312,6432,50,6506,
,,,,,4992,6382,314,6437,100,6523,
,,,,,4994,,313,6435,500,6534,
,,,,,4996,6380,,,1000,6547,
,,,0.9,,4984,6386,305,6428,20,6510,
,,,,,4986,,311,6436,50,6547,
,,,,,5002,6385,,6437,100,6517,
,,,,,4991,6389,312,,500,6541,
,,,,,4993,,311,,1000,6543,
,,,1,,4994,,304,6436,20,6502,
,,,,,4983,6396,309,6440,50,6519,
,,,,,4988,6389,313,6439,100,6525,
,,,,,4998,,310,6436,500,6538,
,,,,,4997,,312,,1000,6555,
G48,3000,6000,0,6000,2987,4898,444,5062,20,6000,6000
,,,,,2997,4902,451,5057,50,,
,,,,,2998,4900,455,5053,100,,
,,,,,2997,4899,,5045,500,,
,,,,,3000,,,5046,1000,,
,,,0.1,,3006,6000,405,5516,20,,
,,,,,2999,,415,5513,50,,
,,,,,3003,,413,5504,100,,
,,,,,2998,,418,5508,500,,
,,,,,3000,,417,5506,1000,,
,,,0.2,,2998,,408,5520,20,,
,,,,,2996,,417,5514,50,,
,,,,,3000,,416,5510,100,,
,,,,,3001,,417,5506,500,,
,,,,,2999,,418,5507,1000,,
,,,0.3,,2980,,410,5521,20,,
,,,,,3001,,413,5511,50,,
,,,,,3005,,414,5506,100,,
,,,,,3001,,417,,500,,
,,,,,2999,,418,5508,1000,,
,,,0.4,,3005,,407,5524,20,,
,,,,,3001,,415,5516,50,,
,,,,,2996,,417,5511,100,,
,,,,,2998,,418,5506,500,,
,,,,,2999,,,5507,1000,,
,,,0.5,,2997,,406,5511,20,,
,,,,,3004,,411,5507,50,,
,,,,,3001,,415,5508,100,,
,,,,,2999,,417,5507,500,,
,,,,,3001,,,5506,1000,,
,,,0.6,,3005,,409,5523,20,,
,,,,,3004,,411,5508,50,,
,,,,,2999,,415,5506,100,,
,,,,,3000,,417,,500,,
,,,,,2998,,418,5507,1000,,
,,,0.7,,3000,,406,5514,20,,
,,,,,3003,,413,5511,50,,
,,,,,2997,,418,5510,100,,
,,,,,3002,,416,5504,500,,
,,,,,2999,,418,5507,1000,,
,,,0.8,,,,408,5517,20,,
,,,,,2996,,414,5511,50,,
,,,,,3003,,415,5508,100,,
,,,,,2996,,419,,500,,
,,,,,3002,,418,5507,1000,,
,,,0.9,,2998,,407,5512,20,,
,,,,,3006,,413,5509,50,,
,,,,,3001,,415,5508,100,,
,,,,,,,418,,500,,
,,,,,2999,,417,5505,1000,,
,,,1,,2996,,407,5516,20,,
,,,,,3002,,411,5504,50,,
,,,,,2998,,415,5510,100,,
,,,,,,,418,5508,500,,
,,,,,3000,,417,5507,1000,,
G49,,,0,,3013,4888,439,5055,20,,
,,,,,2998,4901,450,5052,50,,
,,,,,3001,4895,452,5044,100,,
,,,,,2998,4900,455,5046,500,,
,,,,,,4901,,5044,1000,,
,,,0.1,,3004,6000,406,5519,20,,
,,,,,2989,,414,5509,50,,
,,,,,2997,,416,5506,100,,
,,,,,2998,,418,5508,500,,
,,,,,3001,,417,5505,1000,,
,,,0.2,,2996,,410,5522,20,,
,,,,,3001,,414,5513,50,,
,,,,,2994,,417,5509,100,,
,,,,,3001,,,5506,500,,
,,,,,2999,,418,,1000,,
,,,0.3,,3003,,404,5512,20,,
,,,,,2991,,414,5510,50,,
,,,,,2989,,418,5509,100,,
,,,,,2999,,417,5504,500,,
,,,,,3001,,416,5505,1000,,
,,,0.4,,2993,,408,5521,20,,
,,,,,3012,,411,5507,50,,
,,,,,3000,,416,,100,,
,,,,,2999,,417,5506,500,,
,,,,,,,,5505,1000,,
,,,0.5,,2992,,410,5517,20,,
,,,,,3002,,413,5511,50,,
,,,,,2994,,419,5512,100,,
,,,,,2999,,416,5504,500,,
,,,,,3000,,417,5505,1000,,
,,,0.6,,2996,,410,5519,20,,
,,,,,2994,,412,5508,50,,
,,,,,3007,,,5505,100,,
,,,,,2998,,417,5506,500,,
,,,,,2997,,418,,1000,,
,,,0.7,,2984,,410,5516,20,,
,,,,,3008,,413,5510,50,,
,,,,,3002,,,5504,100,,
,,,,,2999,,417,5506,500,,
,,,,,3000,,,5504,1000,,
,,,0.8,,3015,,404,5520,20,,
,,,,,3008,,410,5508,50,,
,,,,,3002,,416,5510,100,,
,,,,,2997,,417,5505,500,,
,,,,,2999,,,5506,1000,,
,,,0.9,,3008,,405,5515,20,,
,,,,,3003,,411,5507,50,,
,,,,,2998,,416,5510,100,,
,,,,,2999,,417,5506,500,,
,,,,,2998,,418,5505,1000,,
,,,1,,3002,,407,5515,20,,
,,,,,3004,,413,5516,50,,
,,,,,2999,,415,5508,100,,
,,,,,,,417,5504,500,,
,,,,,2998,,,5506,1000,,
G5,800,19176,0,11304,9602,11025,384,11374,20,11476,
,,,,,9578,11020,394,11373,50,11483,
,,,,,9591,,,11369,100,11474,
,,,,,9586,11022,,,500,11495,
,,,,,9587,11023,,11370,1000,11531,
,,,0.1,,9610,11048,376,11371,20,11462,
,,,,,9604,11028,385,11372,50,11472,
,,,,,9595,11019,393,11374,100,11511,
,,,,,9588,11029,394,11373,500,11503,
,,,,,9586,11027,393,11370,1000,11516,
,,,0.2,,9583,,396,11371,20,11464,
,,,,,9591,11032,388,11370,50,11473,
,,,,,9590,11037,390,11371,100,11477,
,,,,,9591,11035,389,11369,500,11526,
,,,,,9590,11036,391,11371,1000,11516,
,,,0.3,,9602,11053,372,11370,20,11447,
,,,,,9581,11067,387,11375,50,11470,
,,,,,9597,11060,,11376,100,11472,
,,,,,9585,,388,11373,500,11495,
,,,,,9588,11064,386,11374,1000,11511,
,,,0.4,,9600,11104,364,11377,20,11431,
,,,,,9593,11110,375,11376,50,11478,
,,,,,9600,11103,378,11378,100,11481,
,,,,,9589,11104,376,11374,500,11509,
,,,,,9590,11101,379,11377,1000,11538,
,,,0.5,,9584,11149,360,11383,20,11486,
,,,,,9556,11161,366,11374,50,11459,
,,,,,9582,11154,364,11376,100,11478,
,,,,,9587,11153,370,11380,500,11515,
,,,,,9583,,,11381,1000,11535,
,,,0.6,,9574,11213,359,11391,20,11488,
,,,,,9590,11205,355,11386,50,11510,
,,,,,9591,11197,360,11387,100,11535,
,,,,,9589,11200,,,500,11522,
,,,,,,11202,361,11386,1000,11527,
,,,0.7,,9633,11224,345,11384,20,11460,
,,,,,9588,11232,348,11391,50,11479,
,,,,,9592,11227,352,11386,100,11516,
,,,,,9587,11233,355,11391,500,11534,
,,,,,9589,11232,,11390,1000,11524,
,,,0.8,,9579,11255,341,11391,20,11484,
,,,,,9577,11253,349,11396,50,11507,
,,,,,9576,11250,351,11391,100,11547,
,,,,,9586,11251,,,500,11525,
,,,,,,11253,352,11393,1000,11522,
,,,0.9,,9599,11265,341,11390,20,11472,
,,,,,9581,11274,345,11399,50,11478,
,,,,,9582,11278,346,11391,100,11494,
,,,,,9587,11271,349,11395,500,11530,
,,,,,9591,11266,350,,1000,11538,
,,,1,,9603,11269,333,11390,20,11481,
,,,,,9595,11283,342,11394,50,11486,
,,,,,9582,11276,346,11398,100,11514,
,,,,,9590,11278,,11396,500,11521,
,,,,,9584,11274,347,11395,1000,11539,
G50,3000,6000,0,5880,2991,4893,449,5070,20,5880,5988
,,,,,2996,4891,451,5049,50,,
,,,,,,4896,454,5045,100,,
,,,,,3000,4897,455,5043,500,,
,,,,,3001,4898,454,,1000,,
,,,0.1,,3012,5815,407,5429,20,,
,,,,,3003,5814,415,5419,50,,
,,,,,3008,5816,,5417,100,,
,,,,,2999,,419,5418,500,,
,,,,,2998,5817,420,,1000,,
,,,0.2,,3014,5818,409,5434,20,,
,,,,,3001,5816,417,5428,50,,
,,,,,2999,,,5418,100,,
,,,,,,,419,5417,500,,
,,,,,3001,,,5418,1000,,
,,,0.3,,2998,5838,405,5431,20,,
,,,,,3000,,413,5430,50,,
,,,,,2993,5840,419,,100,,
,,,,,3001,5839,416,5423,500,,
,,,,,2999,,417,5424,1000,,
,,,0.4,,3015,5858,403,5443,20,,
,,,,,2991,5855,414,5432,50,,
,,,,,2996,5858,415,5434,100,,
,,,,,2998,,417,5433,500,,
,,,,,2999,,,5434,1000,,
,,,0.5,,2992,5856,407,5443,20,,
,,,,,2999,5859,412,5436,50,,
,,,,,2998,5857,415,5435,100,,
,,,,,2999,5858,416,5432,500,,
,,,,,3000,,417,5435,1000,,
,,,0.6,,2999,5880,404,5452,20,,
,,,,,3000,,414,5451,50,,
,,,,,3006,,413,5446,100,,
,,,,,2999,,416,5442,500,,
,,,,,3001,,,5445,1000,,
,,,0.7,,3020,,403,5449,20,,
,,,,,2994,,415,5451,50,,
,,,,,3003,,,5446,100,,
,,,,,2999,,416,5444,500,,
,,,,,3001,,,5443,1000,,
,,,0.8,,3000,,407,5455,20,,
,,,,,3006,,410,5443,50,,
,,,,,2997,,417,5449,100,,
,,,,,3004,,416,5445,500,,
,,,,,3001,,,5444,1000,,
,,,0.9,,,,403,,20,,
,,,,,2985,,416,5447,50,,
,,,,,2994,,417,5448,100,,
,,,,,3001,,,5444,500,,
,,,,,3002,,416,,1000,,
,,,1,,2995,,408,5454,20,,
,,,,,2997,,413,5448,50,,
,,,,,2993,,417,5449,100,,
,,,,,2998,,416,5443,500,,
,,,,,3001,,,5444,1000,,
G51,1000,5909,0,3741,2959,3600,195,3679,20,3700,
,,,,,2955,3601,197,3678,50,3712,
,,,,,2953,3599,199,3679,100,3729,
,,,,,2952,3601,,,500,3721,
,,,,,2954,3600,,3678,1000,3727,
,,,0.1,,2957,3660,179,3688,20,3728,
,,,,,2950,3662,186,3691,50,3740,
,,,,,2953,3661,188,3693,100,3742,
,,,,,2955,3663,,,500,3754,
,,,,,2953,3661,189,3692,1000,3748,
,,,0.2,,2952,3672,185,3699,20,3740,
,,,,,,3671,,3693,50,3736,
,,,,,2951,,186,3694,100,3743,
,,,,,2957,,,3695,500,3754,
,,,,,2952,3672,,,1000,3770,
,,,0.3,,2951,3682,180,3699,20,3750,
,,,,,2953,3684,183,3698,50,3747,
,,,,,2950,3683,184,,100,3752,
,,,,,2952,3682,185,,500,3766,
,,,,,,,,,1000,3763,
,,,0.4,,2955,3687,180,,20,3757,
,,,,,2951,3686,184,,50,3763,
,,,,,2958,3685,183,,100,3750,
,,,,,2954,3686,,,500,3757,
,,,,,2952,,184,3699,1000,3764,
,,,0.5,,2957,3690,179,3700,20,3744,
,,,,,2952,3686,182,3699,50,3752,
,,,,,2954,3688,183,3700,100,3755,
,,,,,2955,,184,3699,500,3764,
,,,,,2954,,,,1000,3761,
,,,0.6,,2950,3690,177,,20,3747,
,,,,,2948,3689,182,3698,50,3749,
,,,,,2952,3690,,3699,100,3755,
,,,,,2953,3691,183,3700,500,3761,
,,,,,2955,3690,,,1000,3765,
,,,0.7,,2947,3696,176,3697,20,3748,
,,,,,2952,3692,181,3699,50,3750,
,,,,,,3694,183,3701,100,3757,
,,,,,2954,,182,3700,500,3758,
,,,,,2952,,,,1000,3760,
,,,0.8,,2949,3699,175,3701,20,3746,
,,,,,2959,3700,179,3702,50,3753,
,,,,,2955,3695,181,3700,100,3768,
,,,,,2951,3697,,,500,3761,
,,,,,2952,3698,182,3701,1000,3764,
,,,0.9,,2962,3702,173,3703,20,3754,
,,,,,2951,3697,181,3700,50,3748,
,,,,,2957,3694,182,,100,3763,
,,,,,2954,3698,181,3701,500,3766,
,,,,,2955,3697,,,1000,3767,
,,,1,,2969,3698,172,3700,20,3755,
,,,,,2962,3697,178,3701,50,3757,
,,,,,2948,3698,181,,100,3759,
,,,,,2958,3697,,,500,3765,
,,,,,2954,3698,,,1000,3766,
G52,,5916,0,3718,2974,3609,190,3684,20,3713,
,,,,,2961,3605,198,3685,50,3712,
,,,,,2954,3606,,3683,100,3725,
,,,,,2961,3605,,,500,3730,
,,,,,2957,3606,,,1000,3727,
,,,0.1,,2969,3665,184,3697,20,3750,
,,,,,2963,3666,185,3695,50,3751,
,,,,,2958,3667,188,3698,100,3743,
,,,,,2952,,189,3697,500,3759,
,,,,,2958,3665,187,,1000,3757,
,,,0.2,,2956,3678,182,3699,20,3747,
,,,,,2961,3679,,3698,50,3752,
,,,,,2956,,185,3700,100,3753,
,,,,,2957,3677,186,3699,500,3755,
,,,,,,3678,,3700,1000,3762,
,,,0.3,,2950,3689,181,3703,20,3746,
,,,,,2959,,183,3704,50,3753,
,,,,,2958,3686,,3702,100,3756,
,,,,,,3687,,,500,3768,
,,,,,2957,3686,184,,1000,3764,
,,,0.4,,2936,3693,183,3701,20,3749,
,,,,,2961,3689,184,3703,50,3747,
,,,,,,3691,182,3704,100,3759,
,,,,,2956,3690,183,3703,500,3764,
,,,,,2958,,,,1000,3770,
,,,0.5,,2957,3693,179,,20,3765,
,,,,,2960,3691,181,,50,3752,
,,,,,2952,3692,184,3704,100,3769,
,,,,,2960,3691,182,3703,500,3761,
,,,,,2957,3693,183,3704,1000,3772,
,,,0.6,,2954,3690,179,3703,20,3754,
,,,,,2959,3694,181,3704,50,3755,
,,,,,2957,3695,182,,100,3756,
,,,,,2959,,,,500,3763,
,,,,,2956,,183,3705,1000,,
,,,0.7,,2958,3701,179,3706,20,3754,
,,,,,2961,,177,3704,50,3773,
,,,,,2960,3698,181,,100,3755,
,,,,,2958,,182,3705,500,3767,
,,,,,2957,,,3704,1000,,
,,,0.8,,2969,3706,175,3705,20,3758,
,,,,,2967,3700,178,,50,3753,
,,,,,2959,3703,179,,100,3757,
,,,,,2955,3702,181,,500,3766,
,,,,,2956,3703,,3706,1000,3772,
,,,0.9,,2967,3704,173,3700,20,3757,
,,,,,2953,3701,181,3705,50,3758,
,,,,,2955,3703,180,3706,100,3763,
,,,,,2953,,181,3705,500,3767,
,,,,,2958,3702,180,,1000,3772,
,,,1,,2961,3701,176,3703,20,3751,
,,,,,2962,3704,178,3705,50,3771,
,,,,,2960,3701,180,,100,3767,
,,,,,2958,3702,181,,500,3773,
,,,,,2959,,,,1000,3768,
G53,,5914,0,3726,2948,3604,191,3681,20,3710,
,,,,,2953,3603,194,3679,50,3715,
,,,,,,3602,195,3680,100,3720,
,,,,,2954,3603,196,,500,,
,,,,,2956,,,3679,1000,3731,
,,,0.1,,2955,3669,180,3694,20,3746,
,,,,,2961,3665,183,3693,50,3742,
,,,,,2958,3664,185,,100,3748,
,,,,,2956,3662,186,,500,3746,
,,,,,2958,3663,185,,1000,3757,
,,,0.2,,2951,3678,176,3697,20,3735,
,,,,,2955,3675,181,3695,50,3750,
,,,,,2965,3674,183,3697,100,3748,
,,,,,2958,3673,,3695,500,3760,
,,,,,2955,,184,,1000,3755,
,,,0.3,,2966,3683,174,3697,20,3750,
,,,,,2965,3684,180,,50,3753,
,,,,,2956,,182,3699,100,3752,
,,,,,2957,3683,,3698,500,3753,
,,,,,,,,,1000,3773,
,,,0.4,,2961,3688,177,3699,20,3767,
,,,,,2966,,176,,50,3753,
,,,,,2960,3686,181,,100,,
,,,,,2959,,180,,500,3752,
,,,,,2958,,181,,1000,3766,
,,,0.5,,2970,3688,177,,20,3749,
,,,,,2962,,178,3698,50,3751,
,,,,,2953,3689,181,3701,100,3756,
,,,,,2957,3688,,3699,500,3762,
,,,,,2956,3689,,3700,1000,3767,
,,,0.6,,2955,3692,175,,20,3754,
,,,,,2973,3694,176,,50,3751,
,,,,,2953,3690,179,,100,,
,,,,,2957,,180,3699,500,3761,
,,,,,2956,3691,,3700,1000,3765,
,,,0.7,,2964,3695,174,3701,20,3747,
,,,,,2957,3694,177,3698,50,3752,
,,,,,2953,3696,179,3699,100,,
,,,,,2960,3695,178,3700,500,3762,
,,,,,2957,3694,179,,1000,3763,
,,,0.8,,2962,3701,173,3701,20,3743,
,,,,,,3699,176,,50,3762,
,,,,,2957,3701,177,3702,100,3757,
,,,,,2956,3699,179,3701,500,3767,
,,,,,,3698,,,1000,3768,
,,,0.9,,2965,3697,174,,20,3744,
,,,,,2950,3693,178,3698,50,3756,
,,,,,2959,3697,176,3700,100,3758,
,,,,,2957,3699,178,3701,500,3761,
,,,,,,,179,,1000,3769,
,,,1,,2968,3696,176,3702,20,3749,
,,,,,2957,3699,175,,50,3762,
,,,,,2952,,178,3701,100,3751,
,,,,,2957,,,,500,3762,
,,,,,2956,3698,179,,1000,,
G54,,5916,0,3727,2955,3600,193,3677,20,3721,
,,,,,2954,3608,192,3679,50,3725,
,,,,,2955,3606,195,3680,100,3722,
,,,,,,3604,197,3681,500,3725,
,,,,,2957,,196,3680,1000,3728,
,,,0.1,,2953,3663,180,3691,20,3734,
,,,,,2956,3664,185,3693,50,3739,
,,,,,2963,3663,,,100,3742,
,,,,,2959,3664,,,500,3750,
,,,,,2958,3662,,,1000,3753,
,,,0.2,,2960,3677,181,3694,20,3745,
,,,,,2959,3674,,3696,50,3744,
,,,,,2957,,182,,100,3747,
,,,,,2956,,183,3695,500,3753,
,,,,,2958,,,3696,1000,3758,
,,,0.3,,2949,3685,175,3693,20,3743,
,,,,,2964,3686,180,3698,50,3744,
,,,,,2959,3682,181,3697,100,3748,
,,,,,,3684,,3698,500,3758,
,,,,,2958,,182,,1000,3765,
,,,0.4,,,3683,176,3694,20,3742,
,,,,,2960,3686,178,3697,50,3747,
,,,,,2959,3687,181,3699,100,3757,
,,,,,2960,3686,180,3698,500,3762,
,,,,,2957,3687,181,3699,1000,3765,
,,,0.5,,,3691,174,3695,20,3754,
,,,,,2961,3686,180,3699,50,3744,
,,,,,2955,3690,,3701,100,3756,
,,,,,2958,3689,181,3699,500,3767,
,,,,,2957,3688,,,1000,3759,
,,,0.6,,2966,3694,175,3700,20,3753,
,,,,,2960,3689,179,3699,50,3750,
,,,,,2955,,,,100,3757,
,,,,,2956,3691,180,,500,3765,
,,,,,2958,3690,,,1000,3763,
,,,0.7,,2964,3697,176,3701,20,3755,
,,,,,2952,3693,178,3697,50,3748,
,,,,,2965,3692,179,3700,100,3751,
,,,,,2957,3694,180,,500,3759,
,,,,,,3693,179,3699,1000,3756,
,,,0.8,,2969,3700,173,,20,3750,
,,,,,2963,3699,177,3700,50,3752,
,,,,,2959,3695,,3699,100,,
,,,,,2955,3696,178,,500,3760,
,,,,,2958,,,3700,1000,3764,
,,,0.9,,2962,3692,174,3696,20,3743,
,,,,,2956,3697,176,3701,50,3751,
,,,,,2961,3695,178,3699,100,3756,
,,,,,2957,3696,,3700,500,3758,
,,,,,2956,3697,179,,1000,3767,
,,,1,,2959,,173,3697,20,3753,
,,,,,2963,,176,3700,50,3750,
,,,,,2947,3696,179,3699,100,3767,
,,,,,2957,,,3700,500,3766,
,,,,,,,178,,1000,3762,
G6,800,19176,0,1781,48,1545,399,1914,20,2008,
,,,,,74,1543,398,1907,50,2027,
,,,,,73,1539,,1905,100,2005,
,,,,,76,1545,404,1911,500,2019,
,,,,,78,1541,,1910,1000,2047,
,,,0.1,,52,1543,392,1908,20,1993,
,,,,,83,1553,,,50,2011,
,,,,,74,1541,404,,100,2010,
,,,,,77,1546,,1910,500,2036,
,,,,,78,1544,,,1000,2043,
,,,0.2,,112,,391,,20,1988,
,,,,,73,1545,402,1913,50,1999,
,,,,,66,1542,404,,100,2033,
,,,,,85,1544,,1910,500,2038,
,,,,,75,,405,,1000,2036,
,,,0.3,,97,1547,389,,20,2010,
,,,,,64,1550,400,1912,50,2009,
,,,,,78,1547,403,,100,2021,
,,,,,76,1552,,1911,500,2038,
,,,,,,1549,,1909,1000,2056,
,,,0.4,,57,1548,391,1905,20,1987,
,,,,,81,1554,395,1912,50,2005,
,,,,,67,1562,400,1907,100,2030,
,,,,,74,1560,401,1911,500,2054,
,,,,,80,1561,400,1909,1000,,
,,,0.5,,73,1613,381,1917,20,1983,
,,,,,74,1597,391,1909,50,2003,
,,,,,60,1592,397,,100,2014,
,,,,,80,1594,392,1911,500,2031,
,,,,,74,1597,394,1912,1000,2027,
,,,0.6,,45,1645,380,1909,20,1985,
,,,,,80,1663,378,1918,50,1997,
,,,,,82,1662,377,1921,100,2040,
,,,,,76,1654,383,1917,500,2043,
,,,,,,1657,,1916,1000,,
,,,0.7,,80,1713,365,1927,20,2016,
,,,,,74,1705,369,1924,50,2004,
,,,,,82,1709,370,1920,100,2020,
,,,,,76,1701,374,1921,500,2046,
,,,,,77,1706,,1923,1000,2076,
,,,0.8,,74,1734,363,,20,1997,
,,,,,75,1742,367,1929,50,2044,
,,,,,80,1738,365,1928,100,2014,
,,,,,73,1741,366,1925,500,2060,
,,,,,82,1733,368,,1000,2051,
,,,0.9,,63,1766,357,1930,20,1989,
,,,,,71,1757,362,1928,50,2048,
,,,,,78,1768,364,1935,100,2077,
,,,,,77,1758,,1928,500,2044,
,,,,,,,,1927,1000,2060,
,,,1,,98,1787,341,1923,20,2010,
,,,,,57,1768,358,1926,50,2030,
,,,,,92,,356,1930,100,2032,
,,,,,72,,363,1928,500,2075,
,,,,,76,1769,362,1929,1000,2068,
G7,,,0,1632,-83,1382,389,1740,20,1859,
,,,,,-84,1381,396,1744,50,1838,
,,,,,-67,1384,395,,100,1840,
,,,,,-76,,394,,500,1869,
,,,,,-74,,395,,1000,1884,
,,,0.1,,-61,1383,386,1743,20,1859,
,,,,,-57,1378,397,1749,50,1828,
,,,,,-67,1383,390,1747,100,1859,
,,,,,-77,1384,396,1744,500,1880,
,,,,,-76,,,1745,1000,1882,
,,,0.2,,-91,1382,389,1743,20,1823,
,,,,,-73,,398,1752,50,1851,
,,,,,-70,1379,391,1740,100,1841,
,,,,,-73,1380,396,1744,500,1899,
,,,,,-75,1385,,1746,1000,1889,
,,,0.3,,-82,1374,393,1742,20,1824,
,,,,,-73,1380,,,50,1839,
,,,,,-74,1382,397,1745,100,1879,
,,,,,-75,1390,394,1747,500,1869,
,,,,,-74,1389,395,1746,1000,1879,
,,,0.4,,-80,1412,379,1747,20,1848,
,,,,,-69,1398,385,1739,50,1825,
,,,,,-74,1403,392,1749,100,1860,
,,,,,-70,1402,391,1744,500,1886,
,,,,,-76,1401,392,1746,1000,1888,
,,,0.5,,-60,1418,373,1743,20,1794,
,,,,,-78,1435,388,1754,50,1876,
,,,,,-70,1431,382,1745,100,1872,
,,,,,-69,1440,384,1748,500,1865,
,,,,,-71,1438,,1747,1000,1862,
,,,0.6,,-95,1507,361,1745,20,1853,
,,,,,-68,1499,367,1749,50,1841,
,,,,,-67,1497,371,1752,100,1832,
,,,,,-74,1495,373,1751,500,1880,
,,,,,-76,,374,,1000,1873,
,,,0.7,,-65,1537,363,1761,20,1841,
,,,,,-86,1542,371,1760,50,1840,
,,,,,-75,1541,363,1753,100,1868,
,,,,,-68,1542,365,1755,500,1865,
,,,,,-73,1540,364,,1000,1895,
,,,0.8,,-64,1562,352,,20,1862,
,,,,,-76,1572,356,1754,50,1865,
,,,,,-78,1562,361,1756,100,1855,
,,,,,-73,1569,360,1758,500,1899,
,,,,,-72,1570,359,,1000,1889,
